OBSTACLE_IDENTIFIER;HORISONTAL_ACCURACY;HORISONTAL_ACCURACY_UOM;LATITUDE;LONGITUDE;LATITUDE_DD;LONGITUDE_DD;HORISONTAL_RESOLUTION;HORISONTAL_RESOLUTION_UOM;HORISONTAL_EXTENT;ELEVATION;ELEVATION_UOM;HEIGHT;HEIGHT_UOM;VERTICAL_ACCURACY;VERTICAL_ACCURACY_UOM;VERTICAL_EXTENT_ACC;VERTICAL_EXTENT_ACC_UOM;VERTICAL_RESOLUTION;VERTICAL_RESOLUTION_UOM;OBSTACLE_TYPE;GEOMETRY_TYPE;INTEGRITY;DATESTAMP;LIGHTING;LIGHTING_CHARACTER;MARKING;STATUS;REMARKS;AD_AIRPORT_PK 
ESSV1910;;OTHER;573950.0N;0182006.8E;57.66388;18.33523;;;;192;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1712;;OTHER;573950.3N;0182003.4E;57.66398;18.33427;;;;191;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1732;;OTHER;573942.1N;0181957.0E;57.66168;18.33251;;;;193;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1578;;OTHER;574037.6N;0182231.2E;57.67711;18.37534;;;;219;FT;85;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1782;;OTHER;574005.3N;0182214.4E;57.66814;18.37067;;;;209;FT;78;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1781;;OTHER;574008.9N;0182214.4E;57.66913;18.37066;;;;192;FT;62;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1796;;OTHER;573935.8N;0182151.2E;57.65994;18.36423;;;;223;FT;77;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1618;;OTHER;573935.8N;0182201.3E;57.65993;18.36703;;;;215;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1678;;OTHER;573956.7N;0181958.8E;57.66576;18.33299;;;;195;FT;56;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1841;;OTHER;573937.5N;0182142.0E;57.66042;18.36168;;;;206;FT;67;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1623;;OTHER;573934.2N;0182153.3E;57.6595;18.36481;;;;224;FT;78;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1559;;OTHER;574022.1N;0182131.9E;57.6728;18.35887;;;;184;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1105;;OTHER;574005.2N;0182130.1E;57.6681;18.35837;;;;192;FT;61;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1849;;OTHER;573930.0N;0182147.3E;57.65832;18.36313;;;;205;FT;53;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1396;;OTHER;573858.6N;0182121.6E;57.6496;18.35599;;;;212;FT;43;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1558;;OTHER;574024.8N;0182134.1E;57.67356;18.35946;;;;183;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1569;;OTHER;574005.4N;0182118.3E;57.66817;18.35509;;;;185;FT;54;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1573;;OTHER;574019.5N;0182138.0E;57.67208;18.36054;;;;190;FT;61;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1859;;OTHER;573856.1N;0182224.7E;57.64892;18.37352;;;;257;FT;87;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1651;;OTHER;573845.6N;0182124.0E;57.646;18.35666;;;;245;FT;76;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1878;;OTHER;574014.9N;0182036.7E;57.6708;18.34353;;;;182;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV275;;OTHER;574015.0N;0182047.0E;57.67084;18.3464;;;;194;FT;63;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV140;;OTHER;573507.6N;0181101.2E;57.58546;18.18366;;;;606;FT;460;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2069;;OTHER;573908.9N;0181939.2E;57.65247;18.32755;;;;152;FT;10;FT;;OTHER;;OTHER;;;VEGETATION;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1961;;OTHER;573916.1N;0181908.2E;57.65449;18.31894;;;;184;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1967;;OTHER;573913.7N;0181910.4E;57.65381;18.31956;;;;184;FT;46;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1965;;OTHER;573914.3N;0181906.6E;57.65398;18.31851;;;;179;FT;44;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2023;;OTHER;573900.2N;0181923.3E;57.65005;18.32315;;;;172;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV2018;;OTHER;573859.5N;0181926.2E;57.64985;18.32395;;;;167;FT;20;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV33;;OTHER;573832.7N;0182005.4E;57.64242;18.33483;;;;201;FT;35;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV894;;OTHER;573803.4N;0181955.3E;57.63427;18.33203;;;;254;FT;80;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV62;;OTHER;573822.8N;0181954.5E;57.63966;18.33179;;;;207;FT;40;FT;;OTHER;;OTHER;;;BUILDING;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV61;;OTHER;573822.6N;0181955.5E;57.63961;18.33208;;;;210;FT;42;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV32;;OTHER;573824.3N;0182000.2E;57.64009;18.33338;;;;217;FT;51;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV14;;OTHER;573725.9N;0181904.4E;57.62386;18.31789;;;;303;FT;123;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV10;;OTHER;573829.4N;0181944.7E;57.64151;18.32908;;;;238;FT;73;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV612;;OTHER;573808.8N;0181954.0E;57.63577;18.33167;;;;251;FT;80;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV15;;OTHER;573726.7N;0181905.7E;57.62408;18.31824;;;;313;FT;135;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV17;;OTHER;573726.9N;0181910.5E;57.62414;18.31958;;;;310;FT;131;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
VISBY-23351;10;M;573752.1N;0182108.9E;57.63113;18.35248;0.3;Seconds;;286;FT;79;FT;5;M;5;M;1;M;ANTENNA;POINT;ROUTINE;20250121;Y;FR;;COMPLETED;;179
ESSV2;;OTHER;573846.7N;0181922.5E;57.64632;18.32293;;;;285;FT;117;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV5;;OTHER;573756.6N;0181744.0E;57.6324;18.29556;;;;310;FT;173;FT;;OTHER;;OTHER;;;SPIRE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV220;;OTHER;574011.1N;0182108.1E;57.66974;18.35226;;;;144;FT;10;FT;;OTHER;;OTHER;;;NAVAID;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV205;;OTHER;573905.0N;0181903.2E;57.65138;18.31755;;;;177;FT;34;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1978;;OTHER;573909.6N;0181923.4E;57.65265;18.32317;;;;172;FT;30;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1980;;OTHER;573907.1N;0181908.5E;57.65198;18.31904;;;;179;FT;42;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1981;;OTHER;573906.9N;0181908.1E;57.65191;18.31891;;;;180;FT;40;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1405;;OTHER;573858.6N;0182100.0E;57.64962;18.35001;;;;185;FT;17;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1361;;OTHER;573855.6N;0182109.1E;57.64877;18.35254;;;;194;FT;24;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1366;;OTHER;573854.9N;0182106.3E;57.64859;18.35175;;;;189;FT;18;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1387;;OTHER;573846.4N;0182131.5E;57.64623;18.35874;;;;233;FT;66;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1377;;OTHER;573847.0N;0182127.4E;57.6464;18.35762;;;;236;FT;67;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1356;;OTHER;573858.4N;0182121.7E;57.64955;18.35602;;;;208;FT;40;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1634;;OTHER;573852.5N;0182212.2E;57.64791;18.37004;;;;244;FT;77;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1635;;OTHER;573851.6N;0182207.1E;57.64767;18.36863;;;;259;FT;91;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1012;;OTHER;573843.7N;0182018.2E;57.64546;18.33839;;;;204;FT;46;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1490;;OTHER;574025.5N;0182126.6E;57.67376;18.35739;;;;159;FT;26;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV522;;OTHER;574005.0N;0182107.9E;57.66805;18.35219;;;;150;FT;15;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV198;;OTHER;573853.3N;0182041.5E;57.64813;18.34486;;;;173;FT;12;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1013;;OTHER;573844.6N;0182017.5E;57.64573;18.33819;;;;189;FT;30;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV630;;OTHER;573913.7N;0182134.8E;57.6538;18.35968;;;;254;FT;83;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1258;;OTHER;573934.4N;0182004.9E;57.65956;18.33469;;;;192;FT;52;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV737;;OTHER;573755.8N;0182100.2E;57.63217;18.35004;;;;274;FT;73;FT;;OTHER;;OTHER;;;STACK;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV351;;OTHER;573938.0N;0182020.1E;57.66055;18.33893;;;;206;FT;67;FT;;OTHER;;OTHER;;;POLE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1736;;OTHER;573938.1N;0181949.1E;57.66057;18.33032;;;;198;FT;51;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1854;;OTHER;573909.1N;0182224.5E;57.65252;18.37346;;;;247;FT;80;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV828;;OTHER;573907.4N;0182150.2E;57.65206;18.36395;;;;230;FT;63;FT;;OTHER;;OTHER;;;ANTENNA;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1815;;OTHER;573906.7N;0182135.1E;57.65186;18.35974;;;;224;FT;55;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1814;;OTHER;573908.2N;0182134.8E;57.65229;18.35966;;;;224;FT;56;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
ESSV1210;;OTHER;573832.8N;0182121.3E;57.64244;18.35591;;;;245;FT;68;FT;;OTHER;;OTHER;;;TREE;POINT;ROUTINE;;;;;COMPLETED;;179
